SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2025-06-02
AXISBANK, EQ,2025-06-02
BAJFINANCE, EQ,2025-06-02
BHARTIARTL, EQ,2025-06-02
BPCL, EQ,2025-06-02
CIPLA, EQ,2025-06-02
COALINDIA, EQ,2025-06-02
DIVISLAB, EQ,2025-06-02
DRREDDY, EQ,2025-06-02
HCLTECH, EQ,2025-06-02
HDFCBANK, EQ,2025-06-02
HINDALCO, EQ,2025-06-02
ICICIBANK, EQ,2025-06-02
INFY, EQ,2025-06-02
JSWSTEEL, EQ,2025-06-02
KOTAKBANK, EQ,2025-06-02
LT, EQ,2025-06-02
MARUTI, EQ,2025-06-02
NTPC, EQ,2025-06-02
POWERGRID, EQ,2025-06-02
RELIANCE, EQ,2025-06-02
SBIN, EQ,2025-06-02
SUNPHARMA, EQ,2025-06-02
TATAMOTORS, EQ,2025-06-02
TATASTEEL, EQ,2025-06-02
TCS, EQ,2025-06-02
TECHM, EQ,2025-06-02
TITAN, EQ,2025-06-02
ULTRACEMCO, EQ,2025-06-02
WIPRO, EQ,2025-06-02
