SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2024-03-12
AXISBANK, EQ,2024-03-12
BAJFINANCE, EQ,2024-03-12
BHARTIARTL, EQ,2024-03-12
BPCL, EQ,2024-03-12
CIPLA, EQ,2024-03-12
COALINDIA, EQ,2024-03-12
DIVISLAB, EQ,2024-03-12
DRREDDY, EQ,2024-03-12
HCLTECH, EQ,2024-03-12
HDFCBANK, EQ,2024-03-12
HINDALCO, EQ,2024-03-12
ICICIBANK, EQ,2024-03-12
INFY, EQ,2024-03-12
JSWSTEEL, EQ,2024-03-12
KOTAKBANK, EQ,2024-03-12
LT, EQ,2024-03-12
MARUTI, EQ,2024-03-12
NTPC, EQ,2024-03-12
POWERGRID, EQ,2024-03-12
RELIANCE, EQ,2024-03-12
SBIN, EQ,2024-03-12
SUNPHARMA, EQ,2024-03-12
TATAMOTORS, EQ,2024-03-12
TATASTEEL, EQ,2024-03-12
TCS, EQ,2024-03-12
TECHM, EQ,2024-03-12
TITAN, EQ,2024-03-12
ULTRACEMCO, EQ,2024-03-12
WIPRO, EQ,2024-03-12
