SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2024-11-18
AXISBANK, EQ,2024-11-18
BAJFINANCE, EQ,2024-11-18
BHARTIARTL, EQ,2024-11-18
BPCL, EQ,2024-11-18
CIPLA, EQ,2024-11-18
COALINDIA, EQ,2024-11-18
DIVISLAB, EQ,2024-11-18
DRREDDY, EQ,2024-11-18
HCLTECH, EQ,2024-11-18
HDFCBANK, EQ,2024-11-18
HINDALCO, EQ,2024-11-18
ICICIBANK, EQ,2024-11-18
INFY, EQ,2024-11-18
JSWSTEEL, EQ,2024-11-18
KOTAKBANK, EQ,2024-11-18
LT, EQ,2024-11-18
MARUTI, EQ,2024-11-18
NTPC, EQ,2024-11-18
POWERGRID, EQ,2024-11-18
RELIANCE, EQ,2024-11-18
SBIN, EQ,2024-11-18
SUNPHARMA, EQ,2024-11-18
TATAMOTORS, EQ,2024-11-18
TATASTEEL, EQ,2024-11-18
TCS, EQ,2024-11-18
TECHM, EQ,2024-11-18
TITAN, EQ,2024-11-18
ULTRACEMCO, EQ,2024-11-18
WIPRO, EQ,2024-11-18
