SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-06-11
AXISBANK, EQ,2021-06-11
BAJFINANCE, EQ,2021-06-11
BHARTIARTL, EQ,2021-06-11
BPCL, EQ,2021-06-11
CIPLA, EQ,2021-06-11
COALINDIA, EQ,2021-06-11
DIVISLAB, EQ,2021-06-11
DRREDDY, EQ,2021-06-11
HCLTECH, EQ,2021-06-11
HDFCBANK, EQ,2021-06-11
HINDALCO, EQ,2021-06-11
ICICIBANK, EQ,2021-06-11
INFY, EQ,2021-06-11
JSWSTEEL, EQ,2021-06-11
KOTAKBANK, EQ,2021-06-11
LT, EQ,2021-06-11
MARUTI, EQ,2021-06-11
NTPC, EQ,2021-06-11
POWERGRID, EQ,2021-06-11
RELIANCE, EQ,2021-06-11
SBIN, EQ,2021-06-11
SUNPHARMA, EQ,2021-06-11
TATAMOTORS, EQ,2021-06-11
TATASTEEL, EQ,2021-06-11
TCS, EQ,2021-06-11
TECHM, EQ,2021-06-11
TITAN, EQ,2021-06-11
ULTRACEMCO, EQ,2021-06-11
WIPRO, EQ,2021-06-11
