SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2022-04-07
AXISBANK, EQ,2022-04-07
BAJFINANCE, EQ,2022-04-07
BHARTIARTL, EQ,2022-04-07
BPCL, EQ,2022-04-07
CIPLA, EQ,2022-04-07
COALINDIA, EQ,2022-04-07
DIVISLAB, EQ,2022-04-07
DRREDDY, EQ,2022-04-07
HCLTECH, EQ,2022-04-07
HDFCBANK, EQ,2022-04-07
HINDALCO, EQ,2022-04-07
ICICIBANK, EQ,2022-04-07
INFY, EQ,2022-04-07
JSWSTEEL, EQ,2022-04-07
KOTAKBANK, EQ,2022-04-07
LT, EQ,2022-04-07
MARUTI, EQ,2022-04-07
NTPC, EQ,2022-04-07
POWERGRID, EQ,2022-04-07
RELIANCE, EQ,2022-04-07
SBIN, EQ,2022-04-07
SUNPHARMA, EQ,2022-04-07
TATAMOTORS, EQ,2022-04-07
TATASTEEL, EQ,2022-04-07
TCS, EQ,2022-04-07
TECHM, EQ,2022-04-07
TITAN, EQ,2022-04-07
ULTRACEMCO, EQ,2022-04-07
WIPRO, EQ,2022-04-07
