SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2023-02-10
AXISBANK, EQ,2023-02-10
BAJFINANCE, EQ,2023-02-10
BHARTIARTL, EQ,2023-02-10
BPCL, EQ,2023-02-10
CIPLA, EQ,2023-02-10
COALINDIA, EQ,2023-02-10
DIVISLAB, EQ,2023-02-10
DRREDDY, EQ,2023-02-10
HCLTECH, EQ,2023-02-10
HDFCBANK, EQ,2023-02-10
HINDALCO, EQ,2023-02-10
ICICIBANK, EQ,2023-02-10
INFY, EQ,2023-02-10
JSWSTEEL, EQ,2023-02-10
KOTAKBANK, EQ,2023-02-10
LT, EQ,2023-02-10
MARUTI, EQ,2023-02-10
NTPC, EQ,2023-02-10
POWERGRID, EQ,2023-02-10
RELIANCE, EQ,2023-02-10
SBIN, EQ,2023-02-10
SUNPHARMA, EQ,2023-02-10
TATAMOTORS, EQ,2023-02-10
TATASTEEL, EQ,2023-02-10
TCS, EQ,2023-02-10
TECHM, EQ,2023-02-10
TITAN, EQ,2023-02-10
ULTRACEMCO, EQ,2023-02-10
WIPRO, EQ,2023-02-10
