SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2025-08-12
AXISBANK, EQ,2025-08-12
BAJFINANCE, EQ,2025-08-12
BHARTIARTL, EQ,2025-08-12
BPCL, EQ,2025-08-12
CIPLA, EQ,2025-08-12
COALINDIA, EQ,2025-08-12
DIVISLAB, EQ,2025-08-12
DRREDDY, EQ,2025-08-12
HCLTECH, EQ,2025-08-12
HDFCBANK, EQ,2025-08-12
HINDALCO, EQ,2025-08-12
ICICIBANK, EQ,2025-08-12
INFY, EQ,2025-08-12
JSWSTEEL, EQ,2025-08-12
KOTAKBANK, EQ,2025-08-12
LT, EQ,2025-08-12
MARUTI, EQ,2025-08-12
NTPC, EQ,2025-08-12
POWERGRID, EQ,2025-08-12
RELIANCE, EQ,2025-08-12
SBIN, EQ,2025-08-12
SUNPHARMA, EQ,2025-08-12
TATAMOTORS, EQ,2025-08-12
TATASTEEL, EQ,2025-08-12
TCS, EQ,2025-08-12
TECHM, EQ,2025-08-12
TITAN, EQ,2025-08-12
ULTRACEMCO, EQ,2025-08-12
WIPRO, EQ,2025-08-12
