SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-05-26
AXISBANK, EQ,2020-05-26
BAJFINANCE, EQ,2020-05-26
BHARTIARTL, EQ,2020-05-26
BPCL, EQ,2020-05-26
CIPLA, EQ,2020-05-26
COALINDIA, EQ,2020-05-26
DIVISLAB, EQ,2020-05-26
DRREDDY, EQ,2020-05-26
HCLTECH, EQ,2020-05-26
HDFCBANK, EQ,2020-05-26
HINDALCO, EQ,2020-05-26
ICICIBANK, EQ,2020-05-26
INFY, EQ,2020-05-26
JSWSTEEL, EQ,2020-05-26
KOTAKBANK, EQ,2020-05-26
LT, EQ,2020-05-26
MARUTI, EQ,2020-05-26
NTPC, EQ,2020-05-26
POWERGRID, EQ,2020-05-26
RELIANCE, EQ,2020-05-26
SBIN, EQ,2020-05-26
SUNPHARMA, EQ,2020-05-26
TATAMOTORS, EQ,2020-05-26
TATASTEEL, EQ,2020-05-26
TCS, EQ,2020-05-26
TECHM, EQ,2020-05-26
TITAN, EQ,2020-05-26
ULTRACEMCO, EQ,2020-05-26
WIPRO, EQ,2020-05-26
