SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2022-10-31
AXISBANK, EQ,2022-10-31
BAJFINANCE, EQ,2022-10-31
BHARTIARTL, EQ,2022-10-31
BPCL, EQ,2022-10-31
CIPLA, EQ,2022-10-31
COALINDIA, EQ,2022-10-31
DIVISLAB, EQ,2022-10-31
DRREDDY, EQ,2022-10-31
HCLTECH, EQ,2022-10-31
HDFCBANK, EQ,2022-10-31
HINDALCO, EQ,2022-10-31
ICICIBANK, EQ,2022-10-31
INFY, EQ,2022-10-31
JSWSTEEL, EQ,2022-10-31
KOTAKBANK, EQ,2022-10-31
LT, EQ,2022-10-31
MARUTI, EQ,2022-10-31
NTPC, EQ,2022-10-31
POWERGRID, EQ,2022-10-31
RELIANCE, EQ,2022-10-31
SBIN, EQ,2022-10-31
SUNPHARMA, EQ,2022-10-31
TATAMOTORS, EQ,2022-10-31
TATASTEEL, EQ,2022-10-31
TCS, EQ,2022-10-31
TECHM, EQ,2022-10-31
TITAN, EQ,2022-10-31
ULTRACEMCO, EQ,2022-10-31
WIPRO, EQ,2022-10-31
