SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-06-14
AXISBANK, EQ,2021-06-14
BAJFINANCE, EQ,2021-06-14
BHARTIARTL, EQ,2021-06-14
BPCL, EQ,2021-06-14
CIPLA, EQ,2021-06-14
COALINDIA, EQ,2021-06-14
DIVISLAB, EQ,2021-06-14
DRREDDY, EQ,2021-06-14
HCLTECH, EQ,2021-06-14
HDFCBANK, EQ,2021-06-14
HINDALCO, EQ,2021-06-14
ICICIBANK, EQ,2021-06-14
INFY, EQ,2021-06-14
JSWSTEEL, EQ,2021-06-14
KOTAKBANK, EQ,2021-06-14
LT, EQ,2021-06-14
MARUTI, EQ,2021-06-14
NTPC, EQ,2021-06-14
POWERGRID, EQ,2021-06-14
RELIANCE, EQ,2021-06-14
SBIN, EQ,2021-06-14
SUNPHARMA, EQ,2021-06-14
TATAMOTORS, EQ,2021-06-14
TATASTEEL, EQ,2021-06-14
TCS, EQ,2021-06-14
TECHM, EQ,2021-06-14
TITAN, EQ,2021-06-14
ULTRACEMCO, EQ,2021-06-14
WIPRO, EQ,2021-06-14
