SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2025-01-27
AXISBANK, EQ,2025-01-27
BAJFINANCE, EQ,2025-01-27
BHARTIARTL, EQ,2025-01-27
BPCL, EQ,2025-01-27
CIPLA, EQ,2025-01-27
COALINDIA, EQ,2025-01-27
DIVISLAB, EQ,2025-01-27
DRREDDY, EQ,2025-01-27
HCLTECH, EQ,2025-01-27
HDFCBANK, EQ,2025-01-27
HINDALCO, EQ,2025-01-27
ICICIBANK, EQ,2025-01-27
INFY, EQ,2025-01-27
JSWSTEEL, EQ,2025-01-27
KOTAKBANK, EQ,2025-01-27
LT, EQ,2025-01-27
MARUTI, EQ,2025-01-27
NTPC, EQ,2025-01-27
POWERGRID, EQ,2025-01-27
RELIANCE, EQ,2025-01-27
SBIN, EQ,2025-01-27
SUNPHARMA, EQ,2025-01-27
TATAMOTORS, EQ,2025-01-27
TATASTEEL, EQ,2025-01-27
TCS, EQ,2025-01-27
TECHM, EQ,2025-01-27
TITAN, EQ,2025-01-27
ULTRACEMCO, EQ,2025-01-27
WIPRO, EQ,2025-01-27
