SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2023-06-05
AXISBANK, EQ,2023-06-05
BAJFINANCE, EQ,2023-06-05
BHARTIARTL, EQ,2023-06-05
BPCL, EQ,2023-06-05
CIPLA, EQ,2023-06-05
COALINDIA, EQ,2023-06-05
DIVISLAB, EQ,2023-06-05
DRREDDY, EQ,2023-06-05
HCLTECH, EQ,2023-06-05
HDFCBANK, EQ,2023-06-05
HINDALCO, EQ,2023-06-05
ICICIBANK, EQ,2023-06-05
INFY, EQ,2023-06-05
JSWSTEEL, EQ,2023-06-05
KOTAKBANK, EQ,2023-06-05
LT, EQ,2023-06-05
MARUTI, EQ,2023-06-05
NTPC, EQ,2023-06-05
POWERGRID, EQ,2023-06-05
RELIANCE, EQ,2023-06-05
SBIN, EQ,2023-06-05
SUNPHARMA, EQ,2023-06-05
TATAMOTORS, EQ,2023-06-05
TATASTEEL, EQ,2023-06-05
TCS, EQ,2023-06-05
TECHM, EQ,2023-06-05
TITAN, EQ,2023-06-05
ULTRACEMCO, EQ,2023-06-05
WIPRO, EQ,2023-06-05
