SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2023-03-21
AXISBANK, EQ,2023-03-21
BAJFINANCE, EQ,2023-03-21
BHARTIARTL, EQ,2023-03-21
BPCL, EQ,2023-03-21
CIPLA, EQ,2023-03-21
COALINDIA, EQ,2023-03-21
DIVISLAB, EQ,2023-03-21
DRREDDY, EQ,2023-03-21
HCLTECH, EQ,2023-03-21
HDFCBANK, EQ,2023-03-21
HINDALCO, EQ,2023-03-21
ICICIBANK, EQ,2023-03-21
INFY, EQ,2023-03-21
JSWSTEEL, EQ,2023-03-21
KOTAKBANK, EQ,2023-03-21
LT, EQ,2023-03-21
MARUTI, EQ,2023-03-21
NTPC, EQ,2023-03-21
POWERGRID, EQ,2023-03-21
RELIANCE, EQ,2023-03-21
SBIN, EQ,2023-03-21
SUNPHARMA, EQ,2023-03-21
TATAMOTORS, EQ,2023-03-21
TATASTEEL, EQ,2023-03-21
TCS, EQ,2023-03-21
TECHM, EQ,2023-03-21
TITAN, EQ,2023-03-21
ULTRACEMCO, EQ,2023-03-21
WIPRO, EQ,2023-03-21
