SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2023-01-31
AXISBANK, EQ,2023-01-31
BAJFINANCE, EQ,2023-01-31
BHARTIARTL, EQ,2023-01-31
BPCL, EQ,2023-01-31
CIPLA, EQ,2023-01-31
COALINDIA, EQ,2023-01-31
DIVISLAB, EQ,2023-01-31
DRREDDY, EQ,2023-01-31
HCLTECH, EQ,2023-01-31
HDFCBANK, EQ,2023-01-31
HINDALCO, EQ,2023-01-31
ICICIBANK, EQ,2023-01-31
INFY, EQ,2023-01-31
JSWSTEEL, EQ,2023-01-31
KOTAKBANK, EQ,2023-01-31
LT, EQ,2023-01-31
MARUTI, EQ,2023-01-31
NTPC, EQ,2023-01-31
POWERGRID, EQ,2023-01-31
RELIANCE, EQ,2023-01-31
SBIN, EQ,2023-01-31
SUNPHARMA, EQ,2023-01-31
TATAMOTORS, EQ,2023-01-31
TATASTEEL, EQ,2023-01-31
TCS, EQ,2023-01-31
TECHM, EQ,2023-01-31
TITAN, EQ,2023-01-31
ULTRACEMCO, EQ,2023-01-31
WIPRO, EQ,2023-01-31
