SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-07-31
AXISBANK, EQ,2020-07-31
BAJFINANCE, EQ,2020-07-31
BHARTIARTL, EQ,2020-07-31
BPCL, EQ,2020-07-31
CIPLA, EQ,2020-07-31
COALINDIA, EQ,2020-07-31
DIVISLAB, EQ,2020-07-31
DRREDDY, EQ,2020-07-31
HCLTECH, EQ,2020-07-31
HDFCBANK, EQ,2020-07-31
HINDALCO, EQ,2020-07-31
ICICIBANK, EQ,2020-07-31
INFY, EQ,2020-07-31
JSWSTEEL, EQ,2020-07-31
KOTAKBANK, EQ,2020-07-31
LT, EQ,2020-07-31
MARUTI, EQ,2020-07-31
NTPC, EQ,2020-07-31
POWERGRID, EQ,2020-07-31
RELIANCE, EQ,2020-07-31
SBIN, EQ,2020-07-31
SUNPHARMA, EQ,2020-07-31
TATAMOTORS, EQ,2020-07-31
TATASTEEL, EQ,2020-07-31
TCS, EQ,2020-07-31
TECHM, EQ,2020-07-31
TITAN, EQ,2020-07-31
ULTRACEMCO, EQ,2020-07-31
WIPRO, EQ,2020-07-31
