SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2023-05-18
AXISBANK, EQ,2023-05-18
BAJFINANCE, EQ,2023-05-18
BHARTIARTL, EQ,2023-05-18
BPCL, EQ,2023-05-18
CIPLA, EQ,2023-05-18
COALINDIA, EQ,2023-05-18
DIVISLAB, EQ,2023-05-18
DRREDDY, EQ,2023-05-18
HCLTECH, EQ,2023-05-18
HDFCBANK, EQ,2023-05-18
HINDALCO, EQ,2023-05-18
ICICIBANK, EQ,2023-05-18
INFY, EQ,2023-05-18
JSWSTEEL, EQ,2023-05-18
KOTAKBANK, EQ,2023-05-18
LT, EQ,2023-05-18
MARUTI, EQ,2023-05-18
NTPC, EQ,2023-05-18
POWERGRID, EQ,2023-05-18
RELIANCE, EQ,2023-05-18
SBIN, EQ,2023-05-18
SUNPHARMA, EQ,2023-05-18
TATAMOTORS, EQ,2023-05-18
TATASTEEL, EQ,2023-05-18
TCS, EQ,2023-05-18
TECHM, EQ,2023-05-18
TITAN, EQ,2023-05-18
ULTRACEMCO, EQ,2023-05-18
WIPRO, EQ,2023-05-18
