SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-01-23
AXISBANK, EQ,2020-01-23
BAJFINANCE, EQ,2020-01-23
BHARTIARTL, EQ,2020-01-23
BPCL, EQ,2020-01-23
CIPLA, EQ,2020-01-23
COALINDIA, EQ,2020-01-23
DIVISLAB, EQ,2020-01-23
DRREDDY, EQ,2020-01-23
HCLTECH, EQ,2020-01-23
HDFCBANK, EQ,2020-01-23
HINDALCO, EQ,2020-01-23
ICICIBANK, EQ,2020-01-23
INFY, EQ,2020-01-23
JSWSTEEL, EQ,2020-01-23
KOTAKBANK, EQ,2020-01-23
LT, EQ,2020-01-23
MARUTI, EQ,2020-01-23
NTPC, EQ,2020-01-23
POWERGRID, EQ,2020-01-23
RELIANCE, EQ,2020-01-23
SBIN, EQ,2020-01-23
SUNPHARMA, EQ,2020-01-23
TATAMOTORS, EQ,2020-01-23
TATASTEEL, EQ,2020-01-23
TCS, EQ,2020-01-23
TECHM, EQ,2020-01-23
TITAN, EQ,2020-01-23
ULTRACEMCO, EQ,2020-01-23
WIPRO, EQ,2020-01-23
