SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-07-08
AXISBANK, EQ,2021-07-08
BAJFINANCE, EQ,2021-07-08
BHARTIARTL, EQ,2021-07-08
BPCL, EQ,2021-07-08
CIPLA, EQ,2021-07-08
COALINDIA, EQ,2021-07-08
DIVISLAB, EQ,2021-07-08
DRREDDY, EQ,2021-07-08
HCLTECH, EQ,2021-07-08
HDFCBANK, EQ,2021-07-08
HINDALCO, EQ,2021-07-08
ICICIBANK, EQ,2021-07-08
INFY, EQ,2021-07-08
JSWSTEEL, EQ,2021-07-08
KOTAKBANK, EQ,2021-07-08
LT, EQ,2021-07-08
MARUTI, EQ,2021-07-08
NTPC, EQ,2021-07-08
POWERGRID, EQ,2021-07-08
RELIANCE, EQ,2021-07-08
SBIN, EQ,2021-07-08
SUNPHARMA, EQ,2021-07-08
TATAMOTORS, EQ,2021-07-08
TATASTEEL, EQ,2021-07-08
TCS, EQ,2021-07-08
TECHM, EQ,2021-07-08
TITAN, EQ,2021-07-08
ULTRACEMCO, EQ,2021-07-08
WIPRO, EQ,2021-07-08
