SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-02-07
AXISBANK, EQ,2020-02-07
BAJFINANCE, EQ,2020-02-07
BHARTIARTL, EQ,2020-02-07
BPCL, EQ,2020-02-07
CIPLA, EQ,2020-02-07
COALINDIA, EQ,2020-02-07
DIVISLAB, EQ,2020-02-07
DRREDDY, EQ,2020-02-07
HCLTECH, EQ,2020-02-07
HDFCBANK, EQ,2020-02-07
HINDALCO, EQ,2020-02-07
ICICIBANK, EQ,2020-02-07
INFY, EQ,2020-02-07
JSWSTEEL, EQ,2020-02-07
KOTAKBANK, EQ,2020-02-07
LT, EQ,2020-02-07
MARUTI, EQ,2020-02-07
NTPC, EQ,2020-02-07
POWERGRID, EQ,2020-02-07
RELIANCE, EQ,2020-02-07
SBIN, EQ,2020-02-07
SUNPHARMA, EQ,2020-02-07
TATAMOTORS, EQ,2020-02-07
TATASTEEL, EQ,2020-02-07
TCS, EQ,2020-02-07
TECHM, EQ,2020-02-07
TITAN, EQ,2020-02-07
ULTRACEMCO, EQ,2020-02-07
WIPRO, EQ,2020-02-07
