SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-11-11
AXISBANK, EQ,2020-11-11
BAJFINANCE, EQ,2020-11-11
BHARTIARTL, EQ,2020-11-11
BPCL, EQ,2020-11-11
CIPLA, EQ,2020-11-11
COALINDIA, EQ,2020-11-11
DIVISLAB, EQ,2020-11-11
DRREDDY, EQ,2020-11-11
HCLTECH, EQ,2020-11-11
HDFCBANK, EQ,2020-11-11
HINDALCO, EQ,2020-11-11
ICICIBANK, EQ,2020-11-11
INFY, EQ,2020-11-11
JSWSTEEL, EQ,2020-11-11
KOTAKBANK, EQ,2020-11-11
LT, EQ,2020-11-11
MARUTI, EQ,2020-11-11
NTPC, EQ,2020-11-11
POWERGRID, EQ,2020-11-11
RELIANCE, EQ,2020-11-11
SBIN, EQ,2020-11-11
SUNPHARMA, EQ,2020-11-11
TATAMOTORS, EQ,2020-11-11
TATASTEEL, EQ,2020-11-11
TCS, EQ,2020-11-11
TECHM, EQ,2020-11-11
TITAN, EQ,2020-11-11
ULTRACEMCO, EQ,2020-11-11
WIPRO, EQ,2020-11-11
