SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2024-04-15
AXISBANK, EQ,2024-04-15
BAJFINANCE, EQ,2024-04-15
BHARTIARTL, EQ,2024-04-15
BPCL, EQ,2024-04-15
CIPLA, EQ,2024-04-15
COALINDIA, EQ,2024-04-15
DIVISLAB, EQ,2024-04-15
DRREDDY, EQ,2024-04-15
HCLTECH, EQ,2024-04-15
HDFCBANK, EQ,2024-04-15
HINDALCO, EQ,2024-04-15
ICICIBANK, EQ,2024-04-15
INFY, EQ,2024-04-15
JSWSTEEL, EQ,2024-04-15
KOTAKBANK, EQ,2024-04-15
LT, EQ,2024-04-15
MARUTI, EQ,2024-04-15
NTPC, EQ,2024-04-15
POWERGRID, EQ,2024-04-15
RELIANCE, EQ,2024-04-15
SBIN, EQ,2024-04-15
SUNPHARMA, EQ,2024-04-15
TATAMOTORS, EQ,2024-04-15
TATASTEEL, EQ,2024-04-15
TCS, EQ,2024-04-15
TECHM, EQ,2024-04-15
TITAN, EQ,2024-04-15
ULTRACEMCO, EQ,2024-04-15
WIPRO, EQ,2024-04-15
