SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-05-25
AXISBANK, EQ,2020-05-25
BAJFINANCE, EQ,2020-05-25
BHARTIARTL, EQ,2020-05-25
BPCL, EQ,2020-05-25
CIPLA, EQ,2020-05-25
COALINDIA, EQ,2020-05-25
DIVISLAB, EQ,2020-05-25
DRREDDY, EQ,2020-05-25
HCLTECH, EQ,2020-05-25
HDFCBANK, EQ,2020-05-25
HINDALCO, EQ,2020-05-25
ICICIBANK, EQ,2020-05-25
INFY, EQ,2020-05-25
JSWSTEEL, EQ,2020-05-25
KOTAKBANK, EQ,2020-05-25
LT, EQ,2020-05-25
MARUTI, EQ,2020-05-25
NTPC, EQ,2020-05-25
POWERGRID, EQ,2020-05-25
RELIANCE, EQ,2020-05-25
SBIN, EQ,2020-05-25
SUNPHARMA, EQ,2020-05-25
TATAMOTORS, EQ,2020-05-25
TATASTEEL, EQ,2020-05-25
TCS, EQ,2020-05-25
TECHM, EQ,2020-05-25
TITAN, EQ,2020-05-25
ULTRACEMCO, EQ,2020-05-25
WIPRO, EQ,2020-05-25
