SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2025-11-20
AXISBANK, EQ,2025-11-20
BAJFINANCE, EQ,2025-11-20
BHARTIARTL, EQ,2025-11-20
BPCL, EQ,2025-11-20
CIPLA, EQ,2025-11-20
COALINDIA, EQ,2025-11-20
DIVISLAB, EQ,2025-11-20
DRREDDY, EQ,2025-11-20
HCLTECH, EQ,2025-11-20
HDFCBANK, EQ,2025-11-20
HINDALCO, EQ,2025-11-20
ICICIBANK, EQ,2025-11-20
INFY, EQ,2025-11-20
JSWSTEEL, EQ,2025-11-20
KOTAKBANK, EQ,2025-11-20
LT, EQ,2025-11-20
MARUTI, EQ,2025-11-20
NTPC, EQ,2025-11-20
POWERGRID, EQ,2025-11-20
RELIANCE, EQ,2025-11-20
SBIN, EQ,2025-11-20
SUNPHARMA, EQ,2025-11-20
TATASTEEL, EQ,2025-11-20
TCS, EQ,2025-11-20
TECHM, EQ,2025-11-20
TITAN, EQ,2025-11-20
ULTRACEMCO, EQ,2025-11-20
WIPRO, EQ,2025-11-20
