SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2022-06-06
AXISBANK, EQ,2022-06-06
BAJFINANCE, EQ,2022-06-06
BHARTIARTL, EQ,2022-06-06
BPCL, EQ,2022-06-06
CIPLA, EQ,2022-06-06
COALINDIA, EQ,2022-06-06
DIVISLAB, EQ,2022-06-06
DRREDDY, EQ,2022-06-06
HCLTECH, EQ,2022-06-06
HDFCBANK, EQ,2022-06-06
HINDALCO, EQ,2022-06-06
ICICIBANK, EQ,2022-06-06
INFY, EQ,2022-06-06
JSWSTEEL, EQ,2022-06-06
KOTAKBANK, EQ,2022-06-06
LT, EQ,2022-06-06
MARUTI, EQ,2022-06-06
NTPC, EQ,2022-06-06
POWERGRID, EQ,2022-06-06
RELIANCE, EQ,2022-06-06
SBIN, EQ,2022-06-06
SUNPHARMA, EQ,2022-06-06
TATAMOTORS, EQ,2022-06-06
TATASTEEL, EQ,2022-06-06
TCS, EQ,2022-06-06
TECHM, EQ,2022-06-06
TITAN, EQ,2022-06-06
ULTRACEMCO, EQ,2022-06-06
WIPRO, EQ,2022-06-06
