SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-07-08
AXISBANK, EQ,2020-07-08
BAJFINANCE, EQ,2020-07-08
BHARTIARTL, EQ,2020-07-08
BPCL, EQ,2020-07-08
CIPLA, EQ,2020-07-08
COALINDIA, EQ,2020-07-08
DIVISLAB, EQ,2020-07-08
DRREDDY, EQ,2020-07-08
HCLTECH, EQ,2020-07-08
HDFCBANK, EQ,2020-07-08
HINDALCO, EQ,2020-07-08
ICICIBANK, EQ,2020-07-08
INFY, EQ,2020-07-08
JSWSTEEL, EQ,2020-07-08
KOTAKBANK, EQ,2020-07-08
LT, EQ,2020-07-08
MARUTI, EQ,2020-07-08
NTPC, EQ,2020-07-08
POWERGRID, EQ,2020-07-08
RELIANCE, EQ,2020-07-08
SBIN, EQ,2020-07-08
SUNPHARMA, EQ,2020-07-08
TATAMOTORS, EQ,2020-07-08
TATASTEEL, EQ,2020-07-08
TCS, EQ,2020-07-08
TECHM, EQ,2020-07-08
TITAN, EQ,2020-07-08
ULTRACEMCO, EQ,2020-07-08
WIPRO, EQ,2020-07-08
