SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-05-24
AXISBANK, EQ,2021-05-24
BAJFINANCE, EQ,2021-05-24
BHARTIARTL, EQ,2021-05-24
BPCL, EQ,2021-05-24
CIPLA, EQ,2021-05-24
COALINDIA, EQ,2021-05-24
DIVISLAB, EQ,2021-05-24
DRREDDY, EQ,2021-05-24
HCLTECH, EQ,2021-05-24
HDFCBANK, EQ,2021-05-24
HINDALCO, EQ,2021-05-24
ICICIBANK, EQ,2021-05-24
INFY, EQ,2021-05-24
JSWSTEEL, EQ,2021-05-24
KOTAKBANK, EQ,2021-05-24
LT, EQ,2021-05-24
MARUTI, EQ,2021-05-24
NTPC, EQ,2021-05-24
POWERGRID, EQ,2021-05-24
RELIANCE, EQ,2021-05-24
SBIN, EQ,2021-05-24
SUNPHARMA, EQ,2021-05-24
TATAMOTORS, EQ,2021-05-24
TATASTEEL, EQ,2021-05-24
TCS, EQ,2021-05-24
TECHM, EQ,2021-05-24
TITAN, EQ,2021-05-24
ULTRACEMCO, EQ,2021-05-24
WIPRO, EQ,2021-05-24
