SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-05-20
AXISBANK, EQ,2020-05-20
BAJFINANCE, EQ,2020-05-20
BHARTIARTL, EQ,2020-05-20
BPCL, EQ,2020-05-20
CIPLA, EQ,2020-05-20
COALINDIA, EQ,2020-05-20
DIVISLAB, EQ,2020-05-20
DRREDDY, EQ,2020-05-20
HCLTECH, EQ,2020-05-20
HDFCBANK, EQ,2020-05-20
HINDALCO, EQ,2020-05-20
ICICIBANK, EQ,2020-05-20
INFY, EQ,2020-05-20
JSWSTEEL, EQ,2020-05-20
KOTAKBANK, EQ,2020-05-20
LT, EQ,2020-05-20
MARUTI, EQ,2020-05-20
NTPC, EQ,2020-05-20
POWERGRID, EQ,2020-05-20
RELIANCE, EQ,2020-05-20
SBIN, EQ,2020-05-20
SUNPHARMA, EQ,2020-05-20
TATAMOTORS, EQ,2020-05-20
TATASTEEL, EQ,2020-05-20
TCS, EQ,2020-05-20
TECHM, EQ,2020-05-20
TITAN, EQ,2020-05-20
ULTRACEMCO, EQ,2020-05-20
WIPRO, EQ,2020-05-20
