SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2020-04-09
AXISBANK, EQ,2020-04-09
BAJFINANCE, EQ,2020-04-09
BHARTIARTL, EQ,2020-04-09
BPCL, EQ,2020-04-09
CIPLA, EQ,2020-04-09
COALINDIA, EQ,2020-04-09
DIVISLAB, EQ,2020-04-09
DRREDDY, EQ,2020-04-09
HCLTECH, EQ,2020-04-09
HDFCBANK, EQ,2020-04-09
HINDALCO, EQ,2020-04-09
ICICIBANK, EQ,2020-04-09
INFY, EQ,2020-04-09
JSWSTEEL, EQ,2020-04-09
KOTAKBANK, EQ,2020-04-09
LT, EQ,2020-04-09
MARUTI, EQ,2020-04-09
NTPC, EQ,2020-04-09
POWERGRID, EQ,2020-04-09
RELIANCE, EQ,2020-04-09
SBIN, EQ,2020-04-09
SUNPHARMA, EQ,2020-04-09
TATAMOTORS, EQ,2020-04-09
TATASTEEL, EQ,2020-04-09
TCS, EQ,2020-04-09
TECHM, EQ,2020-04-09
TITAN, EQ,2020-04-09
ULTRACEMCO, EQ,2020-04-09
WIPRO, EQ,2020-04-09
