SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2025-06-19
AXISBANK, EQ,2025-06-19
BAJFINANCE, EQ,2025-06-19
BHARTIARTL, EQ,2025-06-19
BPCL, EQ,2025-06-19
CIPLA, EQ,2025-06-19
COALINDIA, EQ,2025-06-19
DIVISLAB, EQ,2025-06-19
DRREDDY, EQ,2025-06-19
HCLTECH, EQ,2025-06-19
HDFCBANK, EQ,2025-06-19
HINDALCO, EQ,2025-06-19
ICICIBANK, EQ,2025-06-19
INFY, EQ,2025-06-19
JSWSTEEL, EQ,2025-06-19
KOTAKBANK, EQ,2025-06-19
LT, EQ,2025-06-19
MARUTI, EQ,2025-06-19
NTPC, EQ,2025-06-19
POWERGRID, EQ,2025-06-19
RELIANCE, EQ,2025-06-19
SBIN, EQ,2025-06-19
SUNPHARMA, EQ,2025-06-19
TATAMOTORS, EQ,2025-06-19
TATASTEEL, EQ,2025-06-19
TCS, EQ,2025-06-19
TECHM, EQ,2025-06-19
TITAN, EQ,2025-06-19
ULTRACEMCO, EQ,2025-06-19
WIPRO, EQ,2025-06-19
