SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-05-04
AXISBANK, EQ,2021-05-04
BAJFINANCE, EQ,2021-05-04
BHARTIARTL, EQ,2021-05-04
BPCL, EQ,2021-05-04
CIPLA, EQ,2021-05-04
COALINDIA, EQ,2021-05-04
DIVISLAB, EQ,2021-05-04
DRREDDY, EQ,2021-05-04
HCLTECH, EQ,2021-05-04
HDFCBANK, EQ,2021-05-04
HINDALCO, EQ,2021-05-04
ICICIBANK, EQ,2021-05-04
INFY, EQ,2021-05-04
JSWSTEEL, EQ,2021-05-04
KOTAKBANK, EQ,2021-05-04
LT, EQ,2021-05-04
MARUTI, EQ,2021-05-04
NTPC, EQ,2021-05-04
POWERGRID, EQ,2021-05-04
RELIANCE, EQ,2021-05-04
SBIN, EQ,2021-05-04
SUNPHARMA, EQ,2021-05-04
TATAMOTORS, EQ,2021-05-04
TATASTEEL, EQ,2021-05-04
TCS, EQ,2021-05-04
TECHM, EQ,2021-05-04
TITAN, EQ,2021-05-04
ULTRACEMCO, EQ,2021-05-04
WIPRO, EQ,2021-05-04
