SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2025-10-29
AXISBANK, EQ,2025-10-29
BAJFINANCE, EQ,2025-10-29
BHARTIARTL, EQ,2025-10-29
BPCL, EQ,2025-10-29
CIPLA, EQ,2025-10-29
COALINDIA, EQ,2025-10-29
DIVISLAB, EQ,2025-10-29
DRREDDY, EQ,2025-10-29
HCLTECH, EQ,2025-10-29
HDFCBANK, EQ,2025-10-29
HINDALCO, EQ,2025-10-29
ICICIBANK, EQ,2025-10-29
INFY, EQ,2025-10-29
JSWSTEEL, EQ,2025-10-29
KOTAKBANK, EQ,2025-10-29
LT, EQ,2025-10-29
MARUTI, EQ,2025-10-29
NTPC, EQ,2025-10-29
POWERGRID, EQ,2025-10-29
RELIANCE, EQ,2025-10-29
SBIN, EQ,2025-10-29
SUNPHARMA, EQ,2025-10-29
TATASTEEL, EQ,2025-10-29
TCS, EQ,2025-10-29
TECHM, EQ,2025-10-29
TITAN, EQ,2025-10-29
ULTRACEMCO, EQ,2025-10-29
WIPRO, EQ,2025-10-29
