SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2022-03-30
AXISBANK, EQ,2022-03-30
BAJFINANCE, EQ,2022-03-30
BHARTIARTL, EQ,2022-03-30
BPCL, EQ,2022-03-30
CIPLA, EQ,2022-03-30
COALINDIA, EQ,2022-03-30
DIVISLAB, EQ,2022-03-30
DRREDDY, EQ,2022-03-30
HCLTECH, EQ,2022-03-30
HDFCBANK, EQ,2022-03-30
HINDALCO, EQ,2022-03-30
ICICIBANK, EQ,2022-03-30
INFY, EQ,2022-03-30
JSWSTEEL, EQ,2022-03-30
KOTAKBANK, EQ,2022-03-30
LT, EQ,2022-03-30
MARUTI, EQ,2022-03-30
NTPC, EQ,2022-03-30
POWERGRID, EQ,2022-03-30
RELIANCE, EQ,2022-03-30
SBIN, EQ,2022-03-30
SUNPHARMA, EQ,2022-03-30
TATAMOTORS, EQ,2022-03-30
TATASTEEL, EQ,2022-03-30
TCS, EQ,2022-03-30
TECHM, EQ,2022-03-30
TITAN, EQ,2022-03-30
ULTRACEMCO, EQ,2022-03-30
WIPRO, EQ,2022-03-30
