SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-08-13
AXISBANK, EQ,2021-08-13
BAJFINANCE, EQ,2021-08-13
BHARTIARTL, EQ,2021-08-13
BPCL, EQ,2021-08-13
CIPLA, EQ,2021-08-13
COALINDIA, EQ,2021-08-13
DIVISLAB, EQ,2021-08-13
DRREDDY, EQ,2021-08-13
HCLTECH, EQ,2021-08-13
HDFCBANK, EQ,2021-08-13
HINDALCO, EQ,2021-08-13
ICICIBANK, EQ,2021-08-13
INFY, EQ,2021-08-13
JSWSTEEL, EQ,2021-08-13
KOTAKBANK, EQ,2021-08-13
LT, EQ,2021-08-13
MARUTI, EQ,2021-08-13
NTPC, EQ,2021-08-13
POWERGRID, EQ,2021-08-13
RELIANCE, EQ,2021-08-13
SBIN, EQ,2021-08-13
SUNPHARMA, EQ,2021-08-13
TATAMOTORS, EQ,2021-08-13
TATASTEEL, EQ,2021-08-13
TCS, EQ,2021-08-13
TECHM, EQ,2021-08-13
TITAN, EQ,2021-08-13
ULTRACEMCO, EQ,2021-08-13
WIPRO, EQ,2021-08-13
