SYMBOL,SERIES,DATE
ASIANPAINT, EQ,2021-07-22
AXISBANK, EQ,2021-07-22
BAJFINANCE, EQ,2021-07-22
BHARTIARTL, EQ,2021-07-22
BPCL, EQ,2021-07-22
CIPLA, EQ,2021-07-22
COALINDIA, EQ,2021-07-22
DIVISLAB, EQ,2021-07-22
DRREDDY, EQ,2021-07-22
HCLTECH, EQ,2021-07-22
HDFCBANK, EQ,2021-07-22
HINDALCO, EQ,2021-07-22
ICICIBANK, EQ,2021-07-22
INFY, EQ,2021-07-22
JSWSTEEL, EQ,2021-07-22
KOTAKBANK, EQ,2021-07-22
LT, EQ,2021-07-22
MARUTI, EQ,2021-07-22
NTPC, EQ,2021-07-22
POWERGRID, EQ,2021-07-22
RELIANCE, EQ,2021-07-22
SBIN, EQ,2021-07-22
SUNPHARMA, EQ,2021-07-22
TATAMOTORS, EQ,2021-07-22
TATASTEEL, EQ,2021-07-22
TCS, EQ,2021-07-22
TECHM, EQ,2021-07-22
TITAN, EQ,2021-07-22
ULTRACEMCO, EQ,2021-07-22
WIPRO, EQ,2021-07-22
