SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,OPEN_INT,DATE
BANKNIFTY,2025-06-26,52700.0,CE,0.0,0.0,0.0,1141.8,1133.85,540,2025-04-09
BANKNIFTY,2025-06-26,54100.0,CE,0.0,0.0,0.0,1340.9,735.3,0,2025-04-09
BANKNIFTY,2025-06-26,54500.0,CE,0.0,0.0,0.0,1204.4,642.8,0,2025-04-09
BANKNIFTY,2025-06-26,55700.0,CE,0.0,0.0,0.0,858.0,423.55,0,2025-04-09
BANKNIFTY,2025-06-26,56300.0,CE,0.0,0.0,0.0,425.2,339.85,30,2025-04-09
BANKNIFTY,2025-09-25,55500.0,CE,0.0,0.0,0.0,5690.65,1368.6,0,2025-04-09
BANKNIFTY,2026-03-26,51000.0,CE,0.0,0.0,0.0,6247.5,5152.0,0,2025-04-09
BANKNIFTY,2026-03-26,54000.0,CE,0.0,0.0,0.0,4646.05,3729.1,0,2025-04-09
BANKNIFTY,2025-04-24,43500.0,PE,59.75,63.6,36.55,59.25,59.25,275040,2025-04-09
BANKNIFTY,2025-04-24,44100.0,PE,67.5,73.95,42.55,68.85,68.85,16440,2025-04-09
BANKNIFTY,2025-04-24,45100.0,PE,100.0,106.1,63.55,92.65,92.65,11340,2025-04-09
BANKNIFTY,2025-04-24,45500.0,PE,108.0,119.15,73.5,106.4,106.4,263190,2025-04-09
BANKNIFTY,2025-04-24,47400.0,PE,226.45,243.7,190.9,223.9,223.9,32550,2025-04-09
BANKNIFTY,2025-04-24,51200.0,PE,1230.0,1590.05,1123.95,1318.25,1318.25,100230,2025-04-09
BANKNIFTY,2025-04-24,51400.0,PE,1248.0,1742.2,1248.0,1441.9,1441.9,77430,2025-04-09
BANKNIFTY,2025-04-24,51500.0,PE,1400.0,1817.35,1290.0,1504.9,1504.9,435570,2025-04-09
BANKNIFTY,2025-04-24,52500.0,PE,2148.45,2571.45,2093.7,2249.0,2249.0,141480,2025-04-09
BANKNIFTY,2025-04-24,52800.0,PE,2339.3,2690.55,2339.3,2642.6,2538.15,19530,2025-04-09
