SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,OPEN_INT,DATE
BANKNIFTY,2024-07-31,51400.0,CE,0.0,0.0,0.0,987.9,926.25,0,2024-05-27
BANKNIFTY,2024-07-03,49100.0,CE,1190.6,1190.6,1190.6,1190.6,1435.6,15,2024-05-27
BANKNIFTY,2024-07-03,51400.0,PE,0.0,0.0,0.0,3424.25,2239.75,0,2024-05-27
BANKNIFTY,2024-06-05,51400.0,CE,0.0,0.0,0.0,521.45,53.55,0,2024-05-27
BANKNIFTY,2024-06-05,51400.0,PE,2029.3,2035.6,2027.0,2032.65,2082.25,210,2024-05-27
BANKNIFTY,2024-06-05,49100.0,PE,979.95,997.0,699.8,897.65,897.65,17310,2024-05-27
BANKNIFTY,2024-05-29,49100.0,CE,305.05,833.95,265.15,408.1,408.1,385635,2024-05-27
BANKNIFTY,2024-05-29,51400.0,CE,5.75,17.7,4.0,6.3,6.3,732945,2024-05-27
BANKNIFTY,2024-06-26,51700.0,CE,0.0,0.0,0.0,419.05,319.5,465,2024-05-27
BANKNIFTY,2024-06-05,51700.0,CE,0.0,0.0,0.0,446.3,33.95,0,2024-05-27
BANKNIFTY,2024-05-29,51700.0,PE,0.0,0.0,0.0,3419.25,2398.25,855,2024-05-27
BANKNIFTY,2024-05-29,51700.0,CE,4.25,11.15,2.55,4.65,4.65,437025,2024-05-27
BANKNIFTY,2024-07-31,51700.0,CE,0.0,0.0,0.0,901.75,829.75,0,2024-05-27
BANKNIFTY,2024-07-03,51700.0,PE,0.0,0.0,0.0,3682.5,2463.4,0,2024-05-27
BANKNIFTY,2024-07-31,51700.0,PE,0.0,0.0,0.0,3409.3,2581.15,0,2024-05-27
BANKNIFTY,2024-06-26,51700.0,PE,2435.9,2441.3,2435.1,2435.1,2438.1,870,2024-05-27
BANKNIFTY,2024-06-12,52000.0,CE,0.0,0.0,0.0,165.0,86.0,15,2024-05-27
BANKNIFTY,2024-06-19,52000.0,PE,0.0,0.0,0.0,4057.4,2657.8,0,2024-05-27
BANKNIFTY,2024-06-05,52000.0,CE,180.0,284.15,170.55,209.85,209.85,346680,2024-05-27
BANKNIFTY,2024-05-29,52000.0,PE,2881.3,2881.3,2185.0,2675.95,2675.95,55125,2024-05-27
BANKNIFTY,2024-05-29,52000.0,CE,3.3,7.8,2.3,3.65,3.65,2426580,2024-05-27
BANKNIFTY,2024-07-31,52000.0,CE,766.0,1026.0,766.0,875.75,875.75,14280,2024-05-27
BANKNIFTY,2024-06-26,52000.0,PE,3025.0,3042.95,2513.05,2882.65,2882.65,15720,2024-05-27
BANKNIFTY,2024-06-19,52000.0,CE,0.0,0.0,0.0,107.1,170.75,0,2024-05-27
BANKNIFTY,2024-07-03,52000.0,PE,0.0,0.0,0.0,3946.4,2695.65,0,2024-05-27
BANKNIFTY,2024-07-31,52000.0,PE,0.0,0.0,0.0,3623.3,2788.65,0,2024-05-27
BANKNIFTY,2024-07-03,42500.0,CE,0.0,0.0,0.0,5660.3,7098.0,0,2024-05-27
BANKNIFTY,2024-05-29,46700.0,PE,13.4,14.15,6.0,7.45,7.45,250920,2024-05-27
BANKNIFTY,2024-07-03,46700.0,CE,0.0,0.0,0.0,2046.6,3139.25,0,2024-05-27
BANKNIFTY,2024-06-19,49200.0,CE,1454.2,1710.0,1298.55,1400.25,1400.25,285,2024-05-27
BANKNIFTY,2024-07-03,49200.0,CE,0.0,0.0,0.0,759.2,1380.3,0,2024-05-27
BANKNIFTY,2024-06-26,49200.0,CE,1511.45,1900.0,1501.0,1605.0,1605.0,7980,2024-05-27
BANKNIFTY,2024-05-29,49200.0,PE,359.2,401.35,100.0,249.2,249.2,845355,2024-05-27
BANKNIFTY,2024-06-12,49200.0,CE,1530.3,1570.0,1263.75,1311.9,1311.9,630,2024-05-27
BANKNIFTY,2024-07-31,49200.0,PE,1361.2,1695.0,1221.15,1465.7,1465.7,180,2024-05-27
BANKNIFTY,2024-07-03,49200.0,PE,0.0,0.0,0.0,1765.15,936.3,0,2024-05-27
BANKNIFTY,2024-06-05,49200.0,CE,1000.0,1465.75,1000.0,1144.55,1144.55,30330,2024-05-27
FINNIFTY,2024-07-02,23100.0,CE,0.0,0.0,0.0,88.05,153.15,0,2024-05-27
FINNIFTY,2024-07-02,23100.0,PE,0.0,0.0,0.0,1556.35,1122.05,0,2024-05-27
FINNIFTY,2024-06-25,23100.0,PE,0.0,0.0,0.0,2127.65,1115.8,0,2024-05-27
FINNIFTY,2024-06-11,19500.0,PE,0.0,0.0,0.0,11.0,0.1,0,2024-05-27
FINNIFTY,2024-06-25,19500.0,PE,0.0,0.0,0.0,187.65,1.95,0,2024-05-27
FINNIFTY,2024-06-18,19500.0,CE,0.0,0.0,0.0,1910.85,2549.1,0,2024-05-27
FINNIFTY,2024-07-02,19500.0,PE,0.0,0.0,0.0,20.4,4.3,0,2024-05-27
FINNIFTY,2024-06-11,23100.0,PE,0.0,0.0,0.0,1472.1,1101.35,0,2024-05-27
FINNIFTY,2024-07-30,23100.0,CE,0.0,0.0,0.0,434.55,319.2,0,2024-05-27
FINNIFTY,2024-05-28,23100.0,CE,0.9,1.1,0.45,0.55,0.55,184960,2024-05-27
FINNIFTY,2024-06-04,23100.0,CE,0.0,0.0,0.0,77.35,6.85,0,2024-05-27
FINNIFTY,2024-06-04,22400.0,PE,0.0,0.0,0.0,1075.8,482.8,0,2024-05-27
FINNIFTY,2024-05-28,22400.0,CE,4.6,26.6,2.95,6.1,6.1,1586920,2024-05-27
FINNIFTY,2024-07-02,22400.0,CE,0.0,0.0,0.0,219.8,360.9,0,2024-05-27
FINNIFTY,2024-06-04,22400.0,CE,180.0,197.05,180.0,194.05,194.05,120,2024-05-27
FINNIFTY,2024-05-28,22400.0,PE,504.95,517.05,239.85,433.4,433.4,10480,2024-05-27
FINNIFTY,2024-06-11,22400.0,PE,0.0,0.0,0.0,907.85,532.8,0,2024-05-27
FINNIFTY,2024-06-04,22350.0,CE,0.0,0.0,0.0,209.25,95.6,0,2024-05-27
FINNIFTY,2024-06-11,22350.0,CE,0.0,0.0,0.0,220.95,179.55,0,2024-05-27
FINNIFTY,2024-07-02,21950.0,PE,0.0,0.0,0.0,692.7,399.3,0,2024-05-27
FINNIFTY,2024-06-18,22350.0,PE,0.0,0.0,0.0,1085.0,541.9,0,2024-05-27
FINNIFTY,2024-06-04,21950.0,CE,0.0,0.0,0.0,328.95,253.0,0,2024-05-27
FINNIFTY,2024-05-28,21950.0,PE,110.45,136.7,17.15,64.8,64.8,1123720,2024-05-27
FINNIFTY,2024-06-18,21950.0,CE,0.0,0.0,0.0,247.55,433.45,0,2024-05-27
FINNIFTY,2024-06-04,22350.0,PE,0.0,0.0,0.0,1038.35,445.4,0,2024-05-27
FINNIFTY,2024-07-02,21100.0,CE,0.0,0.0,0.0,801.1,1144.55,0,2024-05-27
FINNIFTY,2024-06-11,21100.0,CE,0.0,0.0,0.0,817.7,968.8,0,2024-05-27
FINNIFTY,2024-07-02,21100.0,PE,0.0,0.0,0.0,286.15,127.8,0,2024-05-27
FINNIFTY,2024-07-30,21100.0,PE,0.0,0.0,0.0,321.45,216.7,0,2024-05-27
FINNIFTY,2024-07-30,22500.0,PE,0.0,0.0,0.0,911.65,778.95,0,2024-05-27
FINNIFTY,2024-06-25,23500.0,PE,0.0,0.0,0.0,2471.35,1459.4,0,2024-05-27
FINNIFTY,2024-06-11,23500.0,PE,0.0,0.0,0.0,1832.55,1477.3,0,2024-05-27
FINNIFTY,2024-07-30,22500.0,CE,0.0,0.0,0.0,654.2,530.35,0,2024-05-27
FINNIFTY,2024-06-25,20600.0,PE,0.0,0.0,0.0,515.0,37.65,0,2024-05-27
FINNIFTY,2024-06-04,23500.0,PE,0.0,0.0,0.0,2011.8,1499.1,0,2024-05-27
FINNIFTY,2024-06-11,22500.0,CE,0.0,0.0,0.0,146.55,134.35,80,2024-05-27
FINNIFTY,2024-05-28,23500.0,CE,0.65,0.75,0.35,0.6,0.6,304680,2024-05-27
FINNIFTY,2024-06-04,22500.0,CE,143.25,295.0,143.0,212.75,212.75,2200,2024-05-27
