SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,OPEN_INT,DATE
BANKNIFTY,2025-07-31,57600.0,CE,533.85,750.65,520.35,732.0,732.0,26985,2025-06-26
BANKNIFTY,2025-07-31,56300.0,CE,1151.05,1485.7,1140.0,1458.75,1458.75,17640,2025-06-26
BANKNIFTY,2025-07-31,55300.0,CE,1920.0,2179.75,1860.0,2179.75,2179.75,4270,2025-06-26
BANKNIFTY,2025-07-31,53700.0,CE,3210.0,3210.0,3210.0,3210.0,4030.55,665,2025-06-26
BANKNIFTY,2025-07-31,52900.0,CE,0.0,0.0,0.0,3633.5,4739.9,70,2025-06-26
BANKNIFTY,2025-07-31,52000.0,CE,4799.8,5244.35,4740.0,5211.35,5211.35,122430,2025-06-26
BANKNIFTY,2025-07-31,51600.0,CE,0.0,0.0,0.0,5180.0,5955.4,105,2025-06-26
BANKNIFTY,2025-07-31,51300.0,CE,0.0,0.0,0.0,5480.0,6243.45,140,2025-06-26
BANKNIFTY,2025-07-31,61500.0,PE,0.0,0.0,0.0,5856.2,4175.95,0,2025-06-26
BANKNIFTY,2025-06-26,45400.0,CE,0.0,0.0,0.0,8662.8,57206.7,90,2025-06-26
BANKNIFTY,2025-06-26,42500.0,CE,0.0,0.0,0.0,10916.55,57206.7,30,2025-06-26
BANKNIFTY,2025-08-28,60700.0,PE,0.0,0.0,0.0,4953.3,3649.6,0,2025-06-26
BANKNIFTY,2026-03-26,57000.0,PE,0.0,0.0,0.0,4788.5,2521.8,0,2025-06-26
BANKNIFTY,2025-06-26,46700.0,CE,0.0,0.0,0.0,4258.75,57206.7,0,2025-06-26
BANKNIFTY,2025-08-28,61700.0,PE,0.0,0.0,0.0,5743.5,4413.6,0,2025-06-26
BANKNIFTY,2025-08-28,61800.0,PE,0.0,0.0,0.0,5824.9,4493.1,0,2025-06-26
BANKNIFTY,2025-06-26,59400.0,PE,0.0,0.0,0.0,3890.9,57206.7,90,2025-06-26
BANKNIFTY,2025-06-26,61100.0,PE,0.0,0.0,0.0,8561.15,57206.7,0,2025-06-26
BANKNIFTY,2025-06-26,63000.0,PE,6360.0,6440.0,5780.0,5814.5,57206.7,3690,2025-06-26
BANKNIFTY,2025-07-31,49300.0,PE,0.0,0.0,0.0,277.8,5.25,0,2025-06-26
BANKNIFTY,2025-07-31,52200.0,PE,45.0,47.2,45.0,46.35,46.35,1505,2025-06-26
BANKNIFTY,2025-07-31,54000.0,PE,175.0,175.45,126.05,129.95,129.95,460285,2025-06-26
BANKNIFTY,2025-07-31,55900.0,PE,538.65,558.85,409.05,418.0,418.0,43610,2025-06-26
BANKNIFTY,2025-07-31,56000.0,PE,570.0,595.0,428.7,438.25,438.25,1932770,2025-06-26
BANKNIFTY,2025-07-31,57400.0,PE,1183.5,1264.5,972.1,988.8,988.8,5740,2025-06-26
BANKNIFTY,2025-07-31,57600.0,PE,1348.4,1379.55,1069.5,1083.7,1083.7,3360,2025-06-26
BANKNIFTY,2025-07-31,58600.0,PE,2075.85,2075.85,1724.8,1725.0,1725.0,245,2025-06-26
BANKNIFTY,2025-07-31,59100.0,PE,0.0,0.0,0.0,3185.5,2301.1,70,2025-06-26
BANKNIFTY,2025-07-31,60200.0,PE,0.0,0.0,0.0,4849.95,3104.05,0,2025-06-26
BANKNIFTY,2025-07-31,60700.0,PE,0.0,0.0,0.0,5227.0,3502.5,0,2025-06-26
BANKNIFTY,2025-06-26,46600.0,CE,0.0,0.0,0.0,4340.9,57206.7,0,2025-06-26
BANKNIFTY,2025-06-26,46000.0,CE,10725.0,11313.25,10688.35,11253.85,57206.7,2820,2025-06-26
BANKNIFTY,2025-08-28,55600.0,CE,0.0,0.0,0.0,2652.95,3113.0,0,2025-06-26
BANKNIFTY,2025-08-28,56800.0,CE,0.0,0.0,0.0,2063.4,2375.0,0,2025-06-26
BANKNIFTY,2025-09-25,51000.0,CE,6350.0,6550.0,6350.0,6550.0,6550.0,1510,2025-06-26
BANKNIFTY,2025-09-25,58500.0,CE,1016.3,1188.55,1000.0,1161.5,1161.5,8505,2025-06-26
BANKNIFTY,2025-12-24,49500.0,CE,0.0,0.0,0.0,7141.45,9534.4,0,2025-06-26
BANKNIFTY,2025-12-24,54000.0,CE,0.0,0.0,0.0,4300.0,6006.25,1820,2025-06-26
BANKNIFTY,2025-12-24,58500.0,CE,0.0,0.0,0.0,2933.15,3348.25,0,2025-06-26
BANKNIFTY,2026-03-26,42000.0,CE,0.0,0.0,0.0,12815.95,17142.9,0,2025-06-26
BANKNIFTY,2026-03-26,43500.0,CE,0.0,0.0,0.0,11569.95,15750.05,0,2025-06-26
BANKNIFTY,2026-03-26,63000.0,PE,0.0,0.0,0.0,8639.55,5594.1,0,2025-06-26
BANKNIFTY,2026-03-26,60000.0,PE,0.0,0.0,0.0,6586.1,3889.9,0,2025-06-26
BANKNIFTY,2025-07-31,,,56774.8,57289.2,56725.0,57256.4,57256.4,2099370,2025-06-26
BANKNIFTY,2025-06-26,44900.0,CE,0.0,0.0,0.0,9129.45,57206.7,60,2025-06-26
BANKNIFTY,2025-06-26,49900.0,CE,0.0,0.0,0.0,5960.8,57206.7,30,2025-06-26
BANKNIFTY,2026-03-26,48000.0,PE,0.0,0.0,0.0,1227.7,380.2,0,2025-06-26
BANKNIFTY,2026-03-26,43500.0,PE,0.0,0.0,0.0,443.9,90.8,0,2025-06-26
BANKNIFTY,2025-06-26,51000.0,CE,5633.7,6256.0,5561.1,6231.3,57206.7,59160,2025-06-26
BANKNIFTY,2025-06-26,52000.0,CE,4635.0,5365.65,4575.0,5228.25,57206.7,30270,2025-06-26
BANKNIFTY,2025-06-26,55100.0,CE,1549.55,2124.85,1470.0,2117.5,57206.7,7050,2025-06-26
BANKNIFTY,2025-06-26,56200.0,CE,460.05,1050.0,365.0,1004.85,57206.7,188040,2025-06-26
BANKNIFTY,2025-06-26,56600.0,CE,183.05,656.0,94.4,614.8,57206.7,230490,2025-06-26
BANKNIFTY,2025-06-26,58000.0,CE,3.9,8.15,0.1,0.5,57206.7,1121070,2025-06-26
BANKNIFTY,2025-06-26,58500.0,CE,2.8,3.05,0.05,0.35,57206.7,965085,2025-06-26
BANKNIFTY,2025-06-26,59200.0,CE,2.1,2.1,0.05,0.4,57206.7,70710,2025-06-26
BANKNIFTY,2025-06-26,59900.0,CE,1.5,1.6,0.05,0.25,57206.7,39330,2025-06-26
BANKNIFTY,2025-06-26,46100.0,PE,1.05,2.55,0.1,0.9,57206.7,2940,2025-06-26
BANKNIFTY,2025-06-26,60200.0,CE,1.2,1.5,0.05,0.5,57206.7,89400,2025-06-26
BANKNIFTY,2025-06-26,60400.0,CE,1.4,1.6,0.05,0.25,57206.7,44850,2025-06-26
BANKNIFTY,2025-06-26,61600.0,CE,1.35,1.8,0.05,0.2,57206.7,17160,2025-06-26
BANKNIFTY,2025-06-26,63500.0,CE,5.0,5.0,0.05,0.2,57206.7,246420,2025-06-26
BANKNIFTY,2025-07-31,49600.0,CE,0.0,0.0,0.0,6807.3,7905.05,0,2025-06-26
BANKNIFTY,2025-07-31,50100.0,CE,0.0,0.0,0.0,6384.25,7412.7,0,2025-06-26
BANKNIFTY,2025-07-31,54500.0,CE,2550.0,2918.5,2475.0,2894.05,2894.05,29260,2025-06-26
BANKNIFTY,2025-07-31,54700.0,CE,0.0,0.0,0.0,2286.2,3204.05,280,2025-06-26
BANKNIFTY,2025-12-24,57000.0,PE,1649.85,1649.85,1420.0,1441.2,1441.2,7210,2025-06-26
BANKNIFTY,2025-12-24,54000.0,PE,798.0,798.0,730.0,768.0,1180.15,1120,2025-06-26
BANKNIFTY,2025-06-26,47400.0,PE,1.45,1.7,0.05,0.15,57206.7,1560,2025-06-26
BANKNIFTY,2025-06-26,47900.0,PE,1.0,1.05,0.05,0.2,57206.7,990,2025-06-26
BANKNIFTY,2025-09-25,64500.0,PE,0.0,0.0,0.0,8176.5,6734.5,0,2025-06-26
BANKNIFTY,2025-09-25,63000.0,PE,0.0,0.0,0.0,7189.6,5490.6,0,2025-06-26
BANKNIFTY,2025-09-25,61500.0,PE,0.0,0.0,0.0,6259.8,4343.2,0,2025-06-26
BANKNIFTY,2025-06-26,48400.0,PE,1.3,1.3,0.05,0.1,57206.7,2850,2025-06-26
BANKNIFTY,2025-06-26,48600.0,PE,0.7,1.15,0.05,0.4,57206.7,4590,2025-06-26
BANKNIFTY,2025-06-26,49100.0,PE,1.3,1.3,0.05,0.2,57206.7,1710,2025-06-26
BANKNIFTY,2025-06-26,49200.0,PE,1.65,1.65,0.1,0.65,57206.7,3840,2025-06-26
BANKNIFTY,2025-06-26,49900.0,PE,0.7,2.05,0.05,0.4,57206.7,6750,2025-06-26
BANKNIFTY,2025-06-26,50500.0,PE,0.05,1.55,0.05,0.15,57206.7,126630,2025-06-26
BANKNIFTY,2025-06-26,50600.0,PE,0.85,1.05,0.05,0.2,57206.7,11970,2025-06-26
BANKNIFTY,2025-06-26,51500.0,PE,1.0,1.7,0.05,0.25,57206.7,125850,2025-06-26
BANKNIFTY,2025-06-26,52200.0,PE,1.1,1.7,0.05,0.3,57206.7,84750,2025-06-26
BANKNIFTY,2025-06-26,54200.0,PE,2.6,2.9,0.05,0.4,57206.7,55770,2025-06-26
BANKNIFTY,2025-06-26,54600.0,PE,4.9,4.9,0.05,0.35,57206.7,105120,2025-06-26
BANKNIFTY,2025-09-25,52500.0,PE,264.0,282.0,228.05,230.05,230.05,75120,2025-06-26
BANKNIFTY,2025-09-25,49500.0,PE,101.65,104.3,85.0,92.5,92.5,46535,2025-06-26
BANKNIFTY,2025-08-28,62500.0,PE,0.0,0.0,0.0,6405.45,5064.4,0,2025-06-26
BANKNIFTY,2025-06-26,54900.0,PE,5.0,5.4,0.05,0.35,57206.7,112440,2025-06-26
BANKNIFTY,2025-06-26,55200.0,PE,9.0,9.0,0.05,0.3,57206.7,232080,2025-06-26
BANKNIFTY,2025-06-26,56700.0,PE,167.0,243.3,0.1,0.95,57206.7,928140,2025-06-26
BANKNIFTY,2025-06-26,57100.0,PE,511.1,575.0,0.05,2.1,57206.7,1002450,2025-06-26
BANKNIFTY,2025-06-26,61500.0,PE,4509.15,4509.15,4509.15,4509.15,57206.7,420,2025-06-26
BANKNIFTY,2025-07-31,50000.0,PE,21.5,22.6,12.0,15.45,15.45,301700,2025-06-26
BANKNIFTY,2025-07-31,50500.0,PE,24.15,26.3,15.65,18.8,18.8,69510,2025-06-26
BANKNIFTY,2025-07-31,50800.0,PE,0.0,0.0,0.0,113.95,23.0,665,2025-06-26
BANKNIFTY,2025-07-31,52100.0,PE,52.95,57.15,40.45,43.05,43.05,1295,2025-06-26
BANKNIFTY,2025-07-31,53100.0,PE,96.6,99.75,73.65,76.95,76.95,5005,2025-06-26
BANKNIFTY,2025-07-31,53200.0,PE,104.6,107.5,78.5,80.75,80.75,7630,2025-06-26
BANKNIFTY,2025-08-28,61300.0,PE,0.0,0.0,0.0,5422.15,4101.1,0,2025-06-26
BANKNIFTY,2025-08-28,60000.0,PE,3050.0,3055.05,2850.0,2855.0,2855.0,210,2025-06-26
BANKNIFTY,2025-08-28,59200.0,PE,0.0,0.0,0.0,3859.15,2630.45,0,2025-06-26
BANKNIFTY,2025-08-28,57000.0,PE,1229.95,1299.9,1040.25,1061.9,1061.9,30450,2025-06-26
BANKNIFTY,2025-08-28,56900.0,PE,1040.0,1040.0,1040.0,1040.0,1412.4,35,2025-06-26
BANKNIFTY,2025-08-28,56600.0,PE,0.0,0.0,0.0,2282.15,1286.3,0,2025-06-26
BANKNIFTY,2025-08-28,55900.0,PE,0.0,0.0,0.0,1935.1,1021.4,0,2025-06-26
BANKNIFTY,2025-08-28,52400.0,PE,0.0,0.0,0.0,705.0,239.45,0,2025-06-26
BANKNIFTY,2025-08-28,51300.0,PE,0.0,0.0,0.0,217.3,134.45,175,2025-06-26
BANKNIFTY,2025-07-31,61800.0,PE,0.0,0.0,0.0,6098.9,4438.25,0,2025-06-26
BANKNIFTY,2025-09-25,45000.0,CE,0.0,0.0,0.0,12756.2,12896.9,0,2025-06-26
BANKNIFTY,2025-08-28,59500.0,CE,1012.75,1012.75,1012.75,1012.75,1155.0,70,2025-06-26
BANKNIFTY,2025-07-31,61600.0,PE,0.0,0.0,0.0,5936.7,4262.85,0,2025-06-26
BANKNIFTY,2025-07-31,61400.0,PE,0.0,0.0,0.0,5776.1,4089.6,0,2025-06-26
BANKNIFTY,2025-07-31,61100.0,PE,0.0,0.0,0.0,5538.2,3834.15,0,2025-06-26
BANKNIFTY,2025-07-31,57500.0,PE,1280.0,1330.0,1020.05,1033.8,1033.8,114555,2025-06-26
BANKNIFTY,2025-07-31,56500.0,PE,760.0,803.6,585.15,596.35,596.35,473025,2025-06-26
BANKNIFTY,2025-07-31,55700.0,PE,481.1,500.65,349.25,369.75,369.75,37485,2025-06-26
BANKNIFTY,2025-07-31,54200.0,PE,190.0,197.95,138.95,147.05,147.05,24255,2025-06-26
BANKNIFTY,2025-08-28,59400.0,CE,0.0,0.0,0.0,1116.2,1189.6,0,2025-06-26
BANKNIFTY,2025-08-28,59100.0,CE,0.0,0.0,0.0,1204.15,1298.15,0,2025-06-26
BANKNIFTY,2025-08-28,58600.0,CE,0.0,0.0,0.0,1362.4,1494.9,0,2025-06-26
BANKNIFTY,2025-08-28,57700.0,CE,0.0,0.0,0.0,1686.35,1900.65,0,2025-06-26
BANKNIFTY,2025-08-28,57100.0,CE,1508.3,1624.15,1508.3,1624.15,2209.3,140,2025-06-26
BANKNIFTY,2025-08-28,57000.0,CE,1254.85,1526.3,1243.15,1508.1,1508.1,22855,2025-06-26
BANKNIFTY,2025-07-31,56800.0,CE,894.05,1168.0,866.05,1149.05,1149.05,76965,2025-06-26
BANKNIFTY,2025-08-28,49000.0,CE,0.0,0.0,0.0,7530.85,8755.3,0,2025-06-26
BANKNIFTY,2025-08-28,49500.0,CE,0.0,0.0,0.0,7085.3,8273.55,0,2025-06-26
BANKNIFTY,2025-08-28,50500.0,CE,0.0,0.0,0.0,6221.9,7323.75,0,2025-06-26
BANKNIFTY,2025-08-28,52000.0,CE,0.0,0.0,0.0,5011.5,5950.45,0,2025-06-26
BANKNIFTY,2025-08-28,52300.0,CE,0.0,0.0,0.0,4783.6,5685.85,0,2025-06-26
BANKNIFTY,2025-08-28,54100.0,CE,0.0,0.0,0.0,3530.95,4195.25,0,2025-06-26
BANKNIFTY,2025-08-28,54900.0,CE,0.0,0.0,0.0,3043.25,3599.45,0,2025-06-26
BANKNIFTY,2025-06-26,45800.0,CE,0.0,0.0,0.0,8302.8,57206.7,120,2025-06-26
BANKNIFTY,2025-08-28,55500.0,CE,2458.8,2458.8,2443.95,2448.95,2448.95,1750,2025-06-26
BANKNIFTY,2025-08-28,56400.0,CE,0.0,0.0,0.0,2248.7,2607.75,0,2025-06-26
BANKNIFTY,2025-08-28,58700.0,CE,0.0,0.0,0.0,1329.55,1453.95,0,2025-06-26
BANKNIFTY,2025-06-26,47600.0,PE,1.0,1.0,0.2,0.25,57206.7,10230,2025-06-26
BANKNIFTY,2025-06-26,46400.0,CE,0.0,0.0,0.0,7730.45,57206.7,90,2025-06-26
BANKNIFTY,2025-06-26,45900.0,CE,0.0,0.0,0.0,8209.65,57206.7,120,2025-06-26
BANKNIFTY,2025-07-31,63500.0,CE,15.05,23.5,14.0,21.95,21.95,87465,2025-06-26
BANKNIFTY,2025-07-31,61300.0,CE,0.0,0.0,0.0,36.1,270.4,1715,2025-06-26
BANKNIFTY,2025-07-31,60800.0,CE,0.0,0.0,0.0,117.85,348.0,35,2025-06-26
BANKNIFTY,2025-07-31,60200.0,CE,0.0,0.0,0.0,934.1,464.15,0,2025-06-26
BANKNIFTY,2025-08-28,51100.0,CE,0.0,0.0,0.0,5724.35,6765.55,0,2025-06-26
BANKNIFTY,2025-08-28,51700.0,CE,0.0,0.0,0.0,5244.35,6218.8,0,2025-06-26
BANKNIFTY,2025-08-28,52400.0,CE,0.0,0.0,0.0,4708.8,5598.55,0,2025-06-26
BANKNIFTY,2026-03-26,54000.0,PE,0.0,0.0,0.0,3283.7,1502.95,0,2025-06-26
BANKNIFTY,2025-07-31,50200.0,CE,0.0,0.0,0.0,5723.7,7314.5,35,2025-06-26
BANKNIFTY,2026-03-26,49500.0,PE,0.0,0.0,0.0,1623.6,563.3,0,2025-06-26
BANKNIFTY,2025-12-24,51000.0,PE,357.0,362.0,287.0,326.0,326.0,5870,2025-06-26
BANKNIFTY,2025-09-25,42000.0,PE,0.0,0.0,0.0,227.5,0.55,0,2025-06-26
BANKNIFTY,2025-07-31,49800.0,CE,0.0,0.0,0.0,6636.85,7707.85,0,2025-06-26
BANKNIFTY,2025-06-26,61100.0,CE,1.1,1.45,0.05,0.45,57206.7,6930,2025-06-26
BANKNIFTY,2025-06-26,60300.0,CE,1.8,1.8,0.05,0.3,57206.7,47760,2025-06-26
BANKNIFTY,2025-06-26,58700.0,CE,2.55,2.7,0.05,0.45,57206.7,194520,2025-06-26
BANKNIFTY,2025-08-28,62000.0,PE,0.0,0.0,0.0,5988.85,4653.8,0,2025-06-26
BANKNIFTY,2025-08-28,60500.0,PE,0.0,0.0,0.0,4802.85,3504.55,0,2025-06-26
BANKNIFTY,2025-08-28,60300.0,PE,0.0,0.0,0.0,4652.05,3362.15,0,2025-06-26
BANKNIFTY,2025-08-28,59500.0,PE,0.0,0.0,0.0,4068.05,2821.05,0,2025-06-26
BANKNIFTY,2025-08-28,58900.0,PE,0.0,0.0,0.0,3655.45,2446.85,0,2025-06-26
BANKNIFTY,2025-08-28,55700.0,PE,0.0,0.0,0.0,1842.2,953.1,0,2025-06-26
BANKNIFTY,2025-08-28,53900.0,PE,0.0,0.0,0.0,1131.35,476.55,0,2025-06-26
BANKNIFTY,2025-08-28,51600.0,PE,0.0,0.0,0.0,532.35,158.35,0,2025-06-26
BANKNIFTY,2025-08-28,51200.0,PE,0.0,0.0,0.0,442.7,127.15,35,2025-06-26
BANKNIFTY,2025-08-28,49500.0,PE,47.3,47.3,47.3,47.3,45.0,455,2025-06-26
BANKNIFTY,2025-07-31,63500.0,PE,0.0,0.0,0.0,7534.3,5998.5,0,2025-06-26
BANKNIFTY,2025-07-31,61200.0,PE,0.0,0.0,0.0,5617.1,3918.7,0,2025-06-26
BANKNIFTY,2025-07-31,60800.0,PE,0.0,0.0,0.0,5304.15,3584.4,0,2025-06-26
BANKNIFTY,2025-07-31,59500.0,PE,2779.15,2779.15,2400.0,2409.9,2409.9,2765,2025-06-26
BANKNIFTY,2025-07-31,57800.0,PE,1420.85,1430.0,1173.75,1194.1,1194.1,2485,2025-06-26
BANKNIFTY,2025-07-31,56700.0,PE,869.15,900.0,661.05,673.35,673.35,97265,2025-06-26
BANKNIFTY,2025-07-31,56200.0,PE,671.05,679.4,486.8,497.25,497.25,37940,2025-06-26
BANKNIFTY,2025-07-31,55300.0,PE,370.05,389.95,282.6,290.7,290.7,18445,2025-06-26
BANKNIFTY,2025-07-31,54700.0,PE,259.4,269.0,195.0,199.95,199.95,8890,2025-06-26
BANKNIFTY,2025-07-31,51800.0,PE,50.45,51.75,35.7,37.1,37.1,2590,2025-06-26
BANKNIFTY,2025-07-31,50300.0,PE,26.45,26.45,26.45,26.45,14.45,35,2025-06-26
BANKNIFTY,2025-07-31,49000.0,PE,17.0,17.0,8.0,11.15,11.15,100135,2025-06-26
BANKNIFTY,2025-07-31,48000.0,PE,10.85,13.15,6.5,7.75,7.75,126035,2025-06-26
BANKNIFTY,2025-06-26,59700.0,PE,0.0,0.0,0.0,4144.35,57206.7,120,2025-06-26
BANKNIFTY,2025-06-26,58800.0,PE,0.0,0.0,0.0,2159.7,57206.7,180,2025-06-26
BANKNIFTY,2025-08-28,60900.0,CE,0.0,0.0,0.0,750.7,748.65,0,2025-06-26
BANKNIFTY,2025-08-28,60400.0,CE,0.0,0.0,0.0,861.95,876.45,0,2025-06-26
BANKNIFTY,2025-08-28,59200.0,CE,0.0,0.0,0.0,1174.25,1261.2,0,2025-06-26
BANKNIFTY,2025-08-28,61000.0,CE,383.5,383.5,383.5,383.5,724.7,35,2025-06-26
BANKNIFTY,2025-06-26,58300.0,PE,1691.1,1716.0,1080.85,1102.5,57206.7,900,2025-06-26
BANKNIFTY,2025-12-24,42000.0,CE,0.0,0.0,0.0,12627.25,16480.5,0,2025-06-26
BANKNIFTY,2025-12-24,64500.0,CE,0.0,0.0,0.0,1454.2,1267.9,0,2025-06-26
BANKNIFTY,2025-06-26,42000.0,PE,0.45,0.95,0.05,0.1,57206.7,117180,2025-06-26
BANKNIFTY,2025-06-26,42500.0,PE,0.45,1.45,0.05,0.05,57206.7,31290,2025-06-26
BANKNIFTY,2025-06-26,45800.0,PE,0.4,1.1,0.05,0.45,57206.7,6030,2025-06-26
BANKNIFTY,2025-06-26,57800.0,CE,6.0,16.65,0.1,0.55,57206.7,360990,2025-06-26
BANKNIFTY,2025-06-26,57600.0,CE,8.5,34.8,0.1,0.75,57206.7,540000,2025-06-26
BANKNIFTY,2025-06-26,55500.0,CE,1249.95,1747.15,1041.75,1710.05,57206.7,180210,2025-06-26
BANKNIFTY,2025-06-26,54600.0,CE,2190.35,2620.4,1989.85,2601.8,57206.7,13920,2025-06-26
BANKNIFTY,2025-06-26,46900.0,PE,0.65,2.45,0.05,0.65,57206.7,1440,2025-06-26
BANKNIFTY,2025-07-31,59300.0,CE,0.0,0.0,0.0,1164.4,693.45,0,2025-06-26
BANKNIFTY,2025-07-31,58800.0,CE,222.0,338.0,216.9,328.15,328.15,22225,2025-06-26
BANKNIFTY,2025-07-31,58700.0,CE,265.65,359.4,240.75,354.45,354.45,8505,2025-06-26
BANKNIFTY,2025-06-26,,,56655.2,57251.0,56535.0,57217.2,57206.7,727290,2025-06-26
BANKNIFTY,2025-08-28,,,57044.6,57494.2,56945.0,57463.8,57463.8,172690,2025-06-26
BANKNIFTY,2025-06-26,44500.0,CE,0.0,0.0,0.0,11250.0,57206.7,90,2025-06-26
BANKNIFTY,2025-06-26,58200.0,PE,1481.25,1514.5,970.0,999.3,57206.7,1410,2025-06-26
BANKNIFTY,2025-06-26,53400.0,CE,3228.65,3302.1,3228.65,3260.0,57206.7,930,2025-06-26
BANKNIFTY,2025-06-26,53300.0,CE,3410.0,3795.0,3337.2,3745.0,57206.7,1620,2025-06-26
BANKNIFTY,2025-06-26,52800.0,CE,3880.0,4050.0,3880.0,4050.0,57206.7,2100,2025-06-26
BANKNIFTY,2025-06-26,58100.0,PE,1008.2,1236.3,881.0,898.35,57206.7,1380,2025-06-26
BANKNIFTY,2025-06-26,57600.0,PE,975.7,1066.5,355.9,387.15,57206.7,33000,2025-06-26
BANKNIFTY,2025-06-26,56900.0,PE,250.05,399.9,0.05,1.35,57206.7,856260,2025-06-26
BANKNIFTY,2025-06-26,55100.0,PE,6.75,6.85,0.05,0.4,57206.7,94800,2025-06-26
BANKNIFTY,2025-06-26,53800.0,PE,4.7,4.7,0.05,0.25,57206.7,48570,2025-06-26
BANKNIFTY,2025-06-26,52100.0,PE,2.1,2.1,0.05,0.2,57206.7,29490,2025-06-26
BANKNIFTY,2025-06-26,50900.0,PE,2.0,2.0,0.05,0.45,57206.7,19650,2025-06-26
BANKNIFTY,2025-06-26,49800.0,PE,0.9,2.6,0.05,1.05,57206.7,8490,2025-06-26
BANKNIFTY,2025-06-26,49500.0,PE,1.0,1.0,0.05,0.15,57206.7,161055,2025-06-26
BANKNIFTY,2025-06-26,48700.0,PE,0.7,2.55,0.05,0.7,57206.7,1590,2025-06-26
BANKNIFTY,2025-06-26,45300.0,CE,0.0,0.0,0.0,8767.5,57206.7,90,2025-06-26
BANKNIFTY,2025-07-31,51100.0,CE,0.0,0.0,0.0,5700.0,6436.65,210,2025-06-26
